Key,Business1_RAW-0000-Jerry,
English_US,Приветствую. Я {{Джерри}}.,
Description,,
French,Salut. Je suis {{Jerry}}.,
Italian,"Ehilà. Piacere, sono {{Jerry}}.",
German,Hallo. Ich bin {{Jerry}}.,
Spanish_Spain,Hola. Soy {{Jerry}}.,
Spanish_LATAM,Hola. Soy {{Jerry}}.,
Korean,안녕하세요. {{Jerry}}라고 합니다.,
Russian,Hullo. I am {{Jerry}}.,
Japanese,どーも、僕は{{ジェリー}}です。,
Portuguese_Brazil,Olá. Me chamo {{Jerry}}.,
Chinese_Simplified,哈啰。我是{{Jerry}}。,
Chinese_Traditional,哈囉。我是{{Jerry}}。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0001-Jerry,
English_US,"Возможно, вы сможете мне помочь. Совещание скоро начнётся, и я выбиваюсь из графика.",
Description,"""Meeting as in, a business meeting in an office""",
French,Tu vas peut-être pouvoir m'aider. La réunion va bientôt commencer et je suis en retard.,
Italian,Forse puoi aiutarmi. La riunione sta per iniziare e sono in ritardo.,
German,Vielleicht kannst du mir helfen. Das Meeting fängt bald an und ich bin spät dran.,
Spanish_Spain,A lo mejor puedes ayudarme. La reunión comenzará pronto y voy con retraso.,
Spanish_LATAM,Quizás puedas ayudarme. La reunión comienza pronto y vengo un poco atrasado.,
Korean,좀 도와주세요. 곧 회의가 시작되는데 제가 늦었거든요.,
Russian,"Perhaps you can help me. The meeting will be starting soon, and I am running behind schedule.",
Japanese,力をお借りしたい。まもなく会議が始まるんです。このままでは遅刻してしまう。,
Portuguese_Brazil,Talvez você possa me ajudar. A reunião vai começar daqui a pouco e eu estou um pouco atrasado.,
Chinese_Simplified,能不能帮个忙？会议马上就要开始，而我却晚点了。,
Chinese_Traditional,或許你能幫我。會議就要開始了，而我已經超時了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0002-Jerry,
English_US,"Следовательно, мне нужно попасть в зал заседаний. Где зал заседаний?",
Description,A boardroom is a place where the managers of a company meet to do important business,
French,Il faut que j'aille à la salle de conférence. Où est la salle de conférence ?,
Italian,Devo recarmi alla sala riunioni. Dov'è la sala riunioni?,
German,Deshalb muss ich in den Sitzungssaal. Wo ist der Sitzungssaal?,
Spanish_Spain,"Por lo tanto, debo llegar a la sala de juntas. ¿Dónde está la sala de juntas?",
Spanish_LATAM,"Por lo tanto, debo llegar a la sala de juntas. ¿Dónde está la sala de juntas?",
Korean,빨리 회의실에 가야 합니다. 회의실은 어디죠?,
Russian,"Therefore, I must get to the boardroom. Where is the boardroom?",
Japanese,だから早く役員会議室に行かなくては。会議室はどこです？,
Portuguese_Brazil,"Portanto, preciso ir para a sala de reuniões. Onde fica a sala de reuniões?",
Chinese_Simplified,所以我必须找到会议室。请问会议室在哪？,
Chinese_Traditional,所以，我得去會議室。會議室在哪呢？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0003-Choice,
English_US,Это чайная. Тут нет зала заседаний.,
Description,,
French,C'est un salon de thé ici. Il n'y a pas de salle de conférence.,
Italian,Questa è una bottega del tè. Non c'è nessuna sala riunioni.,
German,Das hier ist ein Teeladen. Wir haben keinen Sitzungssaal.,
Spanish_Spain,Esto es una tienda de té. No hay sala de juntas.,
Spanish_LATAM,Esto es una tienda de té. No hay sala de juntas.,
Korean,여긴 찻집인데요. 회의실은 없어요.,
Russian,This is a tea shop. There is no boardroom.,
Japanese,ここはティーハウスだ。役員会議室なんてない。,
Portuguese_Brazil,Essa é uma casa de chá. Não tem sala de reuniões.,
Chinese_Simplified,这里是茶馆。没有会议室。,
Chinese_Traditional,這是一間茶屋。沒有會議室。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0004-Choice,
English_US,"О, он вон там. [неопределённо махнуть рукой]",
Description,the line in brackets indicates that Alta is gesturing around vaguely with her arm,
French,"Ah, c'est par là. [geste vague]",
Italian,"Oh, è di là. [con un gesto vago]",
German,"Oh, der ist da drüben. [Gestikuliere vage.]",
Spanish_Spain,"Ah, está por ahí. [Gesto vago]",
Spanish_LATAM,"Ah, está por ahí. [Gesto cansino]",
Korean,"아, 저기예요. [애매하게 가리키며]",
Russian,"Oh, it's over there. [gesture vaguely]",
Japanese,ああ、それならあっちだ。[適当に指し示す],
Portuguese_Brazil,"Ah, fica ali. [gesticular vagamente]",
Chinese_Simplified,哦，在那边。[含糊指出方向],
Chinese_Traditional,噢，就在那裡。[稍微比劃],
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0005-Jerry,
English_US,"Понятно. Значит, зал заседаний не здесь?",
Description,From [0003-Choice],
French,"D'accord. Donc, la salle de conférence n'est pas ici ?",
Italian,Capisco. Quindi la sala riunioni non è qui?,
German,Verstehe. Der Sitzungssaal ist also nicht hier?,
Spanish_Spain,Ya veo. ¿Entonces la sala de juntas no está aquí?,
Spanish_LATAM,Ya veo. ¿Entonces la sala de juntas no está aquí?,
Korean,그렇군요. 회의실이 없다고요?,
Russian,I see. So the boardroom is not here?,
Japanese,なるほど。ここには役員会議室がないのですね？,
Portuguese_Brazil,"Entendi. Então, a sala de reuniões não é aqui?",
Chinese_Simplified,原来如此。会议室不在这里吗？,
Chinese_Traditional,啊，我明白了。所以這裡沒有會議室？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0006-Alta,
English_US,Верно. Не здесь.,
Description,,
French,Exact. C'est pas ici.,
Italian,Esatto. Non lo è.,
German,Korrekt. Ist er nicht.,
Spanish_Spain,Correcto. No está aquí.,
Spanish_LATAM,Correcto. No está aquí.,
Korean,맞아요. 없어요.,
Russian,Correct. It is not.,
Japanese,そうだ。あるわけない。,
Portuguese_Brazil,Correto. Não é.,
Chinese_Simplified,没错。不在这里。,
Chinese_Traditional,是的。沒有。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0007-Jerry,
English_US,Понятно. Что ж. Спасибо за информацию.,
Description,,
French,Je vois. Bon d'accord. Merci pour l'information.,
Italian,Capisco. Bene allora. Grazie per l'informazione.,
German,Verstehe. Nun dann. Danke für die Information.,
Spanish_Spain,Ya veo. Bueno. Gracias por la información.,
Spanish_LATAM,"Ya veo. Bueno, gracias por la información.",
Korean,그렇군요. 그래요. 알려주셔서 감사합니다.,
Russian,I see. Well then. Thank you for the information.,
Japanese,なるほど。では失礼。情報に感謝します。,
Portuguese_Brazil,"Entendi. Bom, agradeço pelas informações.",
Chinese_Simplified,原来如此。好吧。多谢告知。,
Chinese_Traditional,我懂了。好吧。感謝你的回答。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0008-Jerry,
English_US,"А, понятно. Спасибо за информацию. Я сейчас туда пойду.",
Description,From [0004-Choice],
French,"Ah, je vois. Merci pour l'information. Il faut que j'y aille.",
Italian,"Ah, capisco. Grazie per l'informazione. Vado subito.",
German,"Ah, ich verstehe. Danke für die Information. Dann gehe ich da jetzt hin.",
Spanish_Spain,"Ah, entiendo. Gracias por la información. Iré allí ahora.",
Spanish_LATAM,"Ah, entiendo. Gracias por la información. Voy para allá ahora.",
Korean,"아, 그렇군요. 알려주셔서 감사합니다. 어서 가야겠네요.",
Russian,"Ah, I see. Thank you for the information. I will go there now.",
Japanese,ああ、なるほど。どうもありがとう。行ってみます。,
Portuguese_Brazil,"Ah, entendi. Agradeço pelas informações. Vou até lá agora.",
Chinese_Simplified,啊，原来如此。多谢告知。我马上就去。,
Chinese_Traditional,啊，我明白了。感謝你的回答。我現在就過去。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0009-Alta,
English_US,"Вы, эм, хотите чаю?",
Description,,
French,Tu veux… euh… du thé ?,
Italian,Vuoi… del tè?,
German,"Möchtest du, äh, Tee?",
Spanish_Spain,¿Quieres... té?,
Spanish_LATAM,¿Quieres... té?,
Korean,"혹시 음, 차 드릴까요?",
Russian,"Do you, uh, want tea?",
Japanese,あの…お茶はどう？,
Portuguese_Brazil,"Você, ahm, quer chá?",
Chinese_Simplified,呃，你要茶吗？,
Chinese_Traditional,你想要，呃，來杯茶嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0010-Jerry,
English_US,"Нет, я не пью чай. Но я возьму один кофе, спасибо.",
Description,,
French,"Non, je ne bois pas de thé. Mais je prendrai un café, s'il te plaît.",
Italian,"No, non bevo tè. Ma prenderò un caffè, grazie.",
German,"Nein, ich trinke keinen Tee. Aber ich nehme einen Kaffee, danke.",
Spanish_Spain,"No, no tomo té. Pero tomaré un café, gracias.",
Spanish_LATAM,"No, no tomo té. Pero me tomaré un café. Gracias.",
Korean,"아니요, 차는 안 마셔요. 커피로 부탁해요. 감사합니다.",
Russian,"No, I do not drink tea. But I will take one coffee, thank you.",
Japanese,いえ、お茶は飲まないので。でもコーヒーならいただきます。,
Portuguese_Brazil,"Não, não bebo chá. Mas aceito um café, obrigado.",
Chinese_Simplified,不，我不喝茶。但我想来杯咖啡，谢谢。,
Chinese_Traditional,不了，我不喝茶。但我想喝杯咖啡，謝囉。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0011-Choice,
English_US,"У нас здесь нет кофе, только чай.",
Description,,
French,"On n'a pas de café ici, seulement du thé.",
Italian,"Non abbiamo caffè, solo tè.",
German,"Wir haben hier keinen Kaffee, nur Tee.",
Spanish_Spain,"Aquí no tenemos café, solo té.",
Spanish_LATAM,Aquí no tenemos café. Servimos té.,
Korean,커피는 안 돼요. 차밖에 없어서요.,
Russian,"We don't have coffee here, only tea.",
Japanese,うちにはコーヒーはない。お茶だけだ。,
Portuguese_Brazil,"Não temos café aqui, só chá.",
Chinese_Simplified,我们这没咖啡，只有茶。,
Chinese_Traditional,我們這裡沒有咖啡，只有茶。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0012-Choice,
English_US,"Один кофе, сейчас будет.",
Description,,
French,Et un café !,
Italian,Un caffè in arrivo.,
German,"Ein Kaffee, kommt sofort.",
Spanish_Spain,Marchado un café.,
Spanish_LATAM,Marchado un café.,
Korean,커피 한 잔 준비하겠습니다.,
Russian,One coffee coming up.,
Japanese,コーヒーね。任せて。,
Portuguese_Brazil,Um café saindo.,
Chinese_Simplified,一杯咖啡，马上就来。,
Chinese_Traditional,一杯咖啡，馬上來。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0013-Jerry,
English_US,"Хм. Нет, я не желаю чая. Я буду кофе.",
Description,From [0011-Choice],
French,"Hum… Non, je ne veux pas de thé. Je prendrai un café.",
Italian,"Hmm. No, non voglio il tè. Voglio un caffè.",
German,"Mmh. Nein, ich möchte keinen Tee. Ich nehme Kaffee.",
Spanish_Spain,"Mmm. No, no quiero té. Tomaré un café.",
Spanish_LATAM,"Mmm... No, no quiero té. Quiero un café.",
Korean,"흐음. 아니요, 차는 싫어요. 커피로 마시겠습니다.",
Russian,"Hmm. No, I do not wish for tea. I will have a coffee.",
Japanese,うーん。いや、お茶は結構です。コーヒーがいい。,
Portuguese_Brazil,"Hmm. Não, não quero chá. Aceito um café.",
Chinese_Simplified,唔。不，我不要茶。我就要咖啡。,
Chinese_Traditional,嗯。不，我不想喝茶。我要喝咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0014-Alta,
English_US,"Вы... вы не понимаете, что я говорю? У нас нет кофе.",
Description,,
French,Est-ce que… tu comprends ce que je dis ? On n'a pas de café.,
Italian,Ma... non capisci quello che sto dicendo? Non abbiamo il caffè.,
German,"Verstehst …verstehst du nicht, was ich sage? Wir haben keinen Kaffee.",
Spanish_Spain,¿No... no entiendes lo que estoy diciendo? No tenemos café.,
Spanish_LATAM,¿Acaso... no entiendes lo que estoy diciendo? No tenemos café.,
Korean,이봐요... 내 말 못 알아들었어요? 여긴 커피가 없다고요.,
Russian,Do you... do you not understand what I'm saying? We don't have coffee.,
Japanese,ええと…話が通じてなかった？ うちはコーヒーは置いてないんだ。,
Portuguese_Brazil,Você... entende o que eu estou dizendo? Não temos café.,
Chinese_Simplified,你……你没明白我的话吗？我们这没咖啡。,
Chinese_Traditional,你……聽不懂我的話嗎？我們沒有咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0015-Jerry,
English_US,"Да, у вас нет кофе. Однако кофе — это то, что я хотел бы.",
Description,,
French,"Oui, tu n'as pas de café. Mais moi ce que je veux, c'est un café.",
Italian,"Sì, lo so che non hai il caffè. Tuttavia, il caffè è quello che vorrei.",
German,"Ja, ihr habt keinen Kaffee. Aber ich hätte gerne Kaffee.",
Spanish_Spain,"Sí, no tenéis café. Sin embargo, lo que me gustaría tomar es un café.",
Spanish_LATAM,"Sí, no tienen café. Sin embargo, me gustaría tomar un café.",
Korean,"네, 커피가 없다는 거 알아요. 그런데 난 커피를 마시고 싶다고요.",
Russian,"Yes, you do not have coffee. However, coffee is what I would like.",
Japanese,ええ、わかってます。でも僕が飲みたいのはコーヒーなので。,
Portuguese_Brazil,"Sim, vocês não têm café. Porém, eu gostaria de café.",
Chinese_Simplified,听明白了，你们这没咖啡。但我就是想要咖啡。,
Chinese_Traditional,我懂，你們沒有咖啡。不過，我就是想喝咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0016-Alta,
English_US,"Ну, полагаю, вы можете думать всё, что хотите.",
Description,,
French,"Bon, j'imagine que c'est comme tu veux.",
Italian,Sei libero di pensare quello che vuoi.,
German,"Ich meine, du kannst natürlich denken, was du willst.",
Spanish_Spain,"Quiero decir, supongo que puedes pensar lo que quieras.",
Spanish_LATAM,"Bueno, puedes pensar lo que quieras, creo.",
Korean,"뭐, 마시고 싶어 하는 거야 자유죠.",
Russian,"I mean, you can think whatever you want I suppose.",
Japanese,まあ、そう考えるのは自由だ。好きにすればいい。,
Portuguese_Brazil,"Quer dizer, você pode pensar o que quiser, eu acho.",
Chinese_Simplified,好吧，你想要什么是你的自由。,
Chinese_Traditional,好吧，你愛怎沒做，隨便你。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0017-Jerry,
English_US,"Да, я так и сделаю. Когда у вас будет кофе, я его возьму.",
Description,,
French,"Oui, exactement. Dès que tu auras du café, j'en prendrai un.",
Italian,"Esattamente. Appena avrai il caffè, ne ordinerò uno.",
German,"Ja, das mache ich. Wenn ihr Kaffee habt, nehme ich ihn.",
Spanish_Spain,"Sí, de acuerdo. Cuando tengas café, lo tomaré.",
Spanish_LATAM,"Sí, eso haré. Cuando tengas café, avísame.",
Korean,"네, 마시고 싶어 할게요. 커피가 준비되면 언제든지 주세요.",
Russian,"Yes, I will do so. Whenever you have coffee, I will take it.",
Japanese,ええ、そうします。コーヒーが手に入ったら、そのときはぜひ。,
Portuguese_Brazil,"Sim, é o que vou fazer. Sempre que vocês tiverem café, eu vou aceitar.",
Chinese_Simplified,是的，正是如此。如果有咖啡，请给我一杯。,
Chinese_Traditional,我正有此意。只要你有咖啡，我就要喝。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0018-Jerry,
English_US,Очень хорошо.,
Description,From [0012-Choice],
French,Très bien.,
Italian,Molto bene.,
German,Sehr gut.,
Spanish_Spain,Muy bien.,
Spanish_LATAM,Muy bien.,
Korean,좋아요.,
Russian,Very good.,
Japanese,ありがたい。,
Portuguese_Brazil,Muito bem.,
Chinese_Simplified,非常好。,
Chinese_Traditional,很好。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0019-Jerry,
English_US,Здравствуйте. Я жду свой кофе.,
Description,,
French,Salut. J'attends mon café.,
Italian,Ehilà. Sto aspettando il mio caffè.,
German,Hallo. Ich warte auf meinen Kaffee.,
Spanish_Spain,Hola. Estoy esperando mi café.,
Spanish_LATAM,Hola. Estoy esperando mi café.,
Korean,안녕하세요. 커피를 기다리고 있는데요.,
Russian,Hullo. I am waiting for my coffee.,
Japanese,どーも。コーヒーを待ってるんですが。,
Portuguese_Brazil,Olá. Estou esperando o meu café.,
Chinese_Simplified,哈啰。我还在等我的咖啡。,
Chinese_Traditional,哈囉。我在等候我的咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0020-Jerry,
English_US,"В любой момент, когда у вас появится кофе, именно его я и буду.",
Description,,
French,"Quelle que soit l'heure à laquelle tu auras du café, c'est ce que je prendrai.",
Italian,"In qualsiasi momento avrai il caffè, lo prenderò.",
German,"Wann auch immer ihr Kaffee habt, nehme ich ihn.",
Spanish_Spain,"Cuando tengas café, eso es lo que tomaré.",
Spanish_LATAM,"Cuando tengas café, eso es lo que voy a tomar.",
Korean,언제든지 커피가 준비되면 그걸 마시겠습니다.,
Russian,"At whatever time you have coffee, that is what I will have.",
Japanese,コーヒーが準備できたら、ぜひ飲ませていただきたい。,
Portuguese_Brazil,"Assim que vocês tiverem café, é o que vou querer.",
Chinese_Simplified,啥时候有咖啡，请给我一杯。,
Chinese_Traditional,只要你泡好咖啡，就端來給我喝吧。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0021-Jerry,
English_US,Вы принесли пустую чашку. Это не кофе.,
Description,,
French,Tu m'as apporté une tasse vide. Il n'y a pas de café.,
Italian,Mi hai portato una tazza vuota. Questo non è caffè.,
German,Du hast eine leere Tasse gebracht. Das ist kein Kaffee.,
Spanish_Spain,Has traído una taza vacía. Esto no es café.,
Spanish_LATAM,Me trajiste una taza vacía. Esto no es café.,
Korean,이건 빈 잔이네요. 이건 커피가 아니잖아요.,
Russian,You have brought an empty cup. This is not coffee.,
Japanese,空っぽのカップですね。これはコーヒーじゃない。,
Portuguese_Brazil,Você me trouxe uma xícara vazia. Isso não é café.,
Chinese_Simplified,你给我的杯子是空的。里面没有咖啡。,
Chinese_Traditional,你端上一只空杯。這不是咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0022-Jerry,
English_US,"Чашка, которую вы принесли, кажется грязной. Я не желаю пить из неё кофе.",
Description,,
French,"La tasse que tu m'as apportée, je la trouve sale. Je ne boirai pas mon café là-dedans.",
Italian,La tazza che hai portato è sporca. Non voglio berci il caffè.,
German,"Die Tasse, in der du serviert hast, ist sichtbar schmutzig. Ich möchte keinen Kaffee daraus trinken.",
Spanish_Spain,Esta taza que has traído parece que está sucia. No quiero tomar café en ella.,
Spanish_LATAM,Esta taza que me trajiste parece que está sucia. No quiero tomar café en ella.,
Korean,이 잔은 더러운 것 같아요. 여기에 커피를 마시고 싶진 않군요.,
Russian,This cup you have brought appears to be dirty. I do not wish to drink coffee from it.,
Japanese,このカップは汚れているようだ。こんなカップでコーヒーを飲みたくないな。,
Portuguese_Brazil,Essa xícara que você trouxe parece estar suja. Não quero tomar café nela.,
Chinese_Simplified,你给我的杯子看起来很脏。我不想用这个杯子喝咖啡。,
Chinese_Traditional,你拿的杯子看起來好髒。我不想喝用這麼髒的杯子喝咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0023-Jerry,
English_US,Вы принесли кофе.,
Description,,
French,Tu as apporté du café.,
Italian,Hai portato il caffè.,
German,Du hast Kaffee serviert.,
Spanish_Spain,Has traído café.,
Spanish_LATAM,Me trajiste café.,
Korean,커피를 가져오셨네요.,
Russian,You have brought coffee.,
Japanese,コーヒーを持ってきてくれたんですね。,
Portuguese_Brazil,Você trouxe café.,
Chinese_Simplified,咖啡来了呀。,
Chinese_Traditional,你把咖啡端來了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0024-Jerry,
English_US,Хм...,
Description,,
French,Hum…,
Italian,Hmm...,
German,Mmh …,
Spanish_Spain,Mmm...,
Spanish_LATAM,Mmm...,
Korean,흐음...,
Russian,Hmm...,
Japanese,ほう…,
Portuguese_Brazil,Hmm...,
Chinese_Simplified,唔……,
Chinese_Traditional,嗯……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0025-Jerry,
English_US,"Как интересно. На вкус как еда, которую подавали на дне рождения {{Тэрри}}.",
Description,,
French,Très intéressant. C'est le même goût que ce qui était servi à la fête d'anniversaire de {{Terry}}.,
Italian,Interessante. Ha lo stesso sapore del cibo servito alla festa di compleanno di {{Terry}}.,
German,"Wie interessant. Er schmeckt wie das Essen, das auf {{Terry}}s Geburtstag serviert wurde.",
Spanish_Spain,Qué interesante. Sabe a la comida que se sirvió en la fiesta de cumpleaños de {{Terry}}.,
Spanish_LATAM,Qué interesante. Tiene gusto a la comida que sirvieron en la fiesta de cumpleaños de {{Terry}}.,
Korean,특이하군요. {{Terry}}의 생일 파티에서 먹어본 음식 맛이네요.,
Russian,How interesting. It tastes like the food that was served at {{Terry}}'s birthday party.,
Japanese,これは面白い。{{テリー}}の誕生日パーティーで出てきた料理の味に似ている。,
Portuguese_Brazil,Que interessante. Tem gosto do que serviram na festa de aniversário do {{Terry}}.,
Chinese_Simplified,有趣。尝起来就像在{{Terry}}的生日派对上吃到的东西。,
Chinese_Traditional,真是有趣啊。這喝起來像{{Terry}}的生日派對上的食物。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0026-Jerry,
English_US,Хм. Мне та вечеринка пришлась не по душе.,
Description,,
French,Hum… C'était pas terrible comme fête.,
Italian,Una festa di compleanno terribile.,
German,Mh. Die Party hat mir nicht zugesagt.,
Spanish_Spain,Mmm. A mí me daba igual esa fiesta.,
Spanish_LATAM,"Mmm... Esa fiesta no me gustó, la verdad.",
Korean,흠. 그 파티 정말 별로였는데.,
Russian,Hm. I did not care for that party.,
Japanese,まあ、イマイチなパーティーでしたがね。,
Portuguese_Brazil,Hm. Não gostei muito daquela festa.,
Chinese_Simplified,嗯。我不喜欢那场派对。,
Chinese_Traditional,嗯。我討厭那場派對。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0027-Jerry,
English_US,"Музыка была на четыре децибела громче, чем я предпочитаю. И еда была слишком насыщенной.",
Description,,
French,J'ai trouvé la musique trop forte de quatre décibels. Et la nourriture avait trop de goût.,
Italian,La musica era troppo forte per i miei timpani. E il cibo era troppo speziato.,
German,Die Musik war vier Dezibel zu laut für meinen Geschmack. Und das Essen hatte zu viel Geschmack.,
Spanish_Spain,La música estaba cuatro decibelios demasiado alta para mi gusto. Y la comida era demasiado sabrosa.,
Spanish_LATAM,La música estaba cuatro decibeles muy alta para mi gusto. Y la comida era demasiado sabrosa.,
Korean,음악을 어찌나 크게 틀던지 시끄러워 죽을 뻔했죠. 게다가 음식 맛에는 풍미가 지나쳤고요.,
Russian,The music was four decibels too loud for my preference. And the food was too flavorful.,
Japanese,音楽が僕の好みよりも4デシベル大きかったし、料理の味がこってりしすぎていた。,
Portuguese_Brazil,A música estava num volume quatro decibéis acima da minha preferência. E a comida tinha um sabor muito marcante.,
Chinese_Simplified,派对现场的音乐比我想要的高了四个分贝。而且吃的东西味道也太腻了。,
Chinese_Traditional,音樂的音量比我喜歡的大了四個分貝。而且食物味道太多了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0028-Jerry,
English_US,"Мне не нравится этот напиток. Он напоминает мне о той шумной вечеринке с насыщенной едой. Пожалуйста, принесите нормальный кофе.",
Description,,
French,"Cette boisson ne m'intéresse pas. Ça me rappelle la fête bruyante et avec trop de goût. Apporte-moi un café normal, s'il te plaît.",
Italian,Non mi interessa questa bevanda. Mi ricorda di una festa rumorosa con cibo speziato. Per cortesia portami un caffè filtrato.,
German,"Dieses Getränk sagt mir nicht zu. Es erinnert mich an die laute, geschmacksintensive Party. Bitte bring mir normalen Kaffee.",
Spanish_Spain,"No me gusta esta bebida. Me recuerda a la fiesta ruidosa y con comida sabrosa. Trae café normal, por favor.",
Spanish_LATAM,"No me gusta esta bebida. Me recuerda a la fiesta ruidosa y con comida sabrosa. Tráeme un café normal, por favor.",
Korean,이 음료도 정말 별로예요. 시끄럽고 음식 맛도 지나쳤던 그 파티가 생각날 정도로요. 제발 일반적인 커피를 갖다주세요.,
Russian,"I do not care for this drink. It reminds me of the noisy, flavorful party. Please bring normal coffee.",
Japanese,この飲み物はイマイチですね。うるさくて、味がこってりしたパーティーを思い出す。普通のコーヒーを頼みます。,
Portuguese_Brazil,"Não gosto dessa bebida. Me faz lembrar da festa barulhenta e com sabor marcante. Por favor, me traz um café normal.",
Chinese_Simplified,我不喜欢这杯饮料。它让我想起那场又吵又腻的派对。请给我一杯普通的咖啡。,
Chinese_Traditional,我不喜歡這杯飲品。我喝了就想到那場吵鬧又多味道的派對。請給我正常的咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0029-Jerry,
English_US,Этот кофе холодный. Его нехорошо пить холодным.,
Description,,
French,Ce café est froid. Ce n'est pas bon froid.,
Italian,Questo caffè è freddo. Non è buono freddo.,
German,Dieser Kaffee ist kalt. Kalt kann man ihn nicht trinken.,
Spanish_Spain,Este café está frío. No es bueno beber las cosas frías.,
Spanish_LATAM,Este café está frío. No es bueno beber las cosas frías.,
Korean,이 커피는 차갑군요. 차게 마시면 안 좋아요.,
Russian,This coffee is cold. It is not good to drink cold.,
Japanese,このコーヒーは冷たいですね。冷たい飲み物は体に良くない。,
Portuguese_Brazil,Esse café está frio. Não é bom beber frio.,
Chinese_Simplified,咖啡是冷的。喝冷的可不好。,
Chinese_Traditional,這杯咖啡是冷的。喝冷飲不好。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0030-Alta,
English_US,"Ладно, переделаю, добавив больше жара.",
Description,,
French,"OK, je vais le refaire en plus chaud.",
Italian,"Va bene, andrò a rifarlo più caldo.",
German,"Gut, ich mache ihn noch mal mit mehr Hitze.",
Spanish_Spain,"Vale, lo volveré a preparar calentándolo más.",
