Key,Business1_RAW-0000-Jerry,
Spanish_LATAM,"Bien, te preparo otro y lo caliento más esta vez.",
Korean,"네, 따뜻하게 다시 만들어올게요.",
Russian,"Okay, I'll remake it using more heat.",
Japanese,わかった。もっと熱くして淹れ直すよ。,
Portuguese_Brazil,"Certo, vou refazer ele usando mais calor.",
Chinese_Simplified,好的，那我再做杯热的。,
Chinese_Traditional,好，我會重做一杯熱的。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0031-Jerry,
English_US,У этого кофе странный привкус. Он на вкус как грязь.,
Description,,
French,Il y a un drôle de goût dans ce café. On dirait de la terre.,
Italian,C'è un sapore strano in questo caffè. Sa di terriccio.,
German,Dieser Kaffee schmeckt seltsam. Er schmeckt nach Dreck.,
Spanish_Spain,Este café sabe raro. Sabe a tierra.,
Spanish_LATAM,Este café tiene un gusto raro. Sabe a tierra.,
Korean,이 커피에서는 이상한 맛이 나요. 흙먼지 맛 같아요.,
Russian,There is an odd taste in this coffee. It tastes like dirt.,
Japanese,このコーヒーは妙な味がしますね。泥のような味だ。,
Portuguese_Brazil,Esse café tem um sabor estranho. Tem gosto de terra.,
Chinese_Simplified,这杯咖啡味道怪怪的。尝起来像在吃土。,
Chinese_Traditional,這杯咖啡有怪味。喝起來像泥土。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0032-Alta,
English_US,"Ох, должно быть, я забыла сначала помыть кофейное зерно. Я сделаю его снова.",
Description,,
French,"Oh, j'ai dû oublier de laver le grain de café. Je vais le refaire.",
Italian,"Oh, devo aver dimenticato di lavare il chicco di caffè. Lo andrò a rifare.",
German,"Oh, ich muss vergessen haben, die Kaffeebohnen vorher zu waschen. Ich mache ihn nochmal.",
Spanish_Spain,"Ah, debo haberme olvidado de lavar el grano de café primero. Lo volveré a hacer.",
Spanish_LATAM,Creo que me olvidé de lavar el grano de café primero. Lo volveré a hacer.,
Korean,"이런, 커피콩을 먼저 씻었어야 했는데. 다시 만들어올게요.",
Russian,"Oh, I must have forgotten to wash the coffee bean first. I'll make it again.",
Japanese,おっと、最初にコーヒー豆を洗うのを忘れたみたいだ。淹れ直すよ。,
Portuguese_Brazil,"Ah, devo ter esquecido de lavar o grão de café primeiro. Vou refazer.",
Chinese_Simplified,哦，肯定是我忘记洗咖啡豆了。我重新做一杯。,
Chinese_Traditional,噢我一定是忘記先洗咖啡豆了。我會再做一杯。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0033-Jerry,
English_US,Это... что это??,
Description,,
French,C'est… qu'est-ce que c'est ?,
Italian,Questo... ma cos'è questo?,
German,Das …was ist das?,
Spanish_Spain,Esto... ¿qué es esto?,
Spanish_LATAM,¿Qué... Qué es esto?,
Korean,이건... 대체 뭔가요??,
Russian,This... what is this??,
Japanese,これは…いったい何です？,
Portuguese_Brazil,Mas... o que é isso??,
Chinese_Simplified,这……这是什么？？,
Chinese_Traditional,這……這是什麼？？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0034-Jerry,
English_US,Это не кофе. Это больше похоже на жижу. Это вообще ничем не напоминает кофе.,
Description,"""sludge"" means a gross mess",
French,"C'est pas du café, on dirait de la vase. Ça n'a rien à voir avec du café.",
Italian,Questo non è caffè. È più simile a una poltiglia. Non ha niente a che vedere con il caffè.,
German,Das ist kein Kaffee. Das ist mehr wie Matsch. Das ist überhaupt nicht wie Kaffee.,
Spanish_Spain,Esto no es café. Parece más bien lodo. No se parece en nada al café.,
Spanish_LATAM,Esto no es café. Parece más bien lodo. No se parece en nada al café.,
Korean,커피가 아니잖아요. 무슨 구정물 같아요. 커피와 비슷한 구석이 하나도 없어요.,
Russian,This is not coffee. It is more like a sludge. It is nothing like coffee in any way.,
Japanese,コーヒーというより、ヘドロのような味だ。コーヒーとはまったくの別物です。,
Portuguese_Brazil,Isso não é café. Parece mais lodo. Não tem nada de café.,
Chinese_Simplified,这不是咖啡。更像一杯泥浆。完全看不出咖啡的样子。,
Chinese_Traditional,這不是咖啡。喝起來比較像污泥。完全不像咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0035-Alta,
English_US,Оно коричневое.,
Description,,
French,C'est marron.,
Italian,È marrone.,
German,Es ist braun.,
Spanish_Spain,Es marrón.,
Spanish_LATAM,Es marrón.,
Korean,갈색이잖아요.,
Russian,It's brown.,
Japanese,茶色いだろ。,
Portuguese_Brazil,É marrom.,
Chinese_Simplified,它是咖啡色的。,
Chinese_Traditional,它是咖啡色的。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0036-Jerry,
English_US,"Да, вы правы. В этом смысле оно похоже на кофе. Во всех остальных смыслах оно отвратительно.",
Description,,
French,"Oui, tu as raison, à ce niveau ça ressemble à du café. Mais à tous les autres niveaux, c'est atroce.",
Italian,Hai ragione. Ha il colore del caffè. In tutti gli altri sensi è atroce.,
German,"Ja, das stimmt. Das hat es mit Kaffee gemein. Ansonsten ist es widerlich.",
Spanish_Spain,"Sí, tienes razón. En ese sentido es como el café. En todos los demás sentidos es atroz.",
Spanish_LATAM,"Sí, tienes razón. En ese sentido se parece al café. En todos los demás sentidos es atroz.",
Korean,"네, 그렇군요. 그 점에서는 커피와 비슷해요. 하지만 다른 모든 면에서 최악이에요.",
Russian,"Yes, you are right. In this way it is like coffee. In all other ways it is atrocious.",
Japanese,ええ、確かに。色だけはコーヒーに似ていますが、それ以外は何から何までゾッとする代物だ。,
Portuguese_Brazil,"Sim, você tem razão. Essa parte é parecida com café. Todas as outras são horríveis.",
Chinese_Simplified,是的，没错。这方面倒是和咖啡一样。但其它方面就离谱了。,
Chinese_Traditional,是啦，沒錯。這一點像咖啡。其他方面根本是災難。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0037-Alta,
English_US,"Так... значит, нет?",
Description,,
French,Donc… tu n'en veux pas ?,
Italian,Quindi... è un no?,
German,Also …ist es ein Nein?,
Spanish_Spain,Entonces... ¿es eso un no?,
Spanish_LATAM,Entonces... ¿eso es un no?,
Korean,그럼... 이건 아니라는 거죠?,
Russian,So... is that a no?,
Japanese,つまり…マズいってこと？,
Portuguese_Brazil,Então... isso é um não?,
Chinese_Simplified,所以……这杯也不行？,
Chinese_Traditional,所以……你不想喝嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0038-Jerry,
English_US,"Пожалуйста, не заставляйте меня больше это пить. Я не могу. Это невыносимо. Пожалуйста.",
Description,,
French,"Pitié, ne me fais plus jamais boire un truc pareil. Je n'en peux plus. C'est insupportable. Au secours !",
Italian,"Ti prego, non farmene bere più. Non posso. È insopportabile. Per favore.",
German,"Bitte zwing mich nicht, mehr davon zu trinken. Ich kann nicht. Es ist unerträglich. Bitte.",
Spanish_Spain,"Por favor, no me hagas beber más de esto. No puedo. Es insoportable. Por favor.",
Spanish_LATAM,"Por favor, no me vuelvas a traer algo así. No puedo beberlo. Es intomable. Por favor.",
Korean,제발 이런 건 다시는 먹이지 마세요. 못 마시겠어요. 견디기 힘든 맛이라고요. 부탁할게요.,
Russian,Please do not make me drink any more of this. I cannot. It is unbearable. Please.,
Japanese,金輪際、こんな飲み物は淹れないでください。僕にはムリだ。耐えられない。頼みます。,
Portuguese_Brazil,"Por favor, não me obrigue a beber mais disso. Não posso. É insuportável. Por favor.",
Chinese_Simplified,请不要再让我喝这种玩意了。着实难以下咽。无法下口。拜托了。,
Chinese_Traditional,請別再逼我喝這種飲品。我無法。根本無法入口。拜託了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0039-Alta,
English_US,"Ну, стоило попробовать.",
Description,,
French,"Bon, ça valait le coup d'essayer.",
Italian,"Bè, valeva la pena provare.",
German,"Nun, einen Versuch war es wert.",
Spanish_Spain,"Bueno, valía la pena intentarlo.",
Spanish_LATAM,"Bueno, valió la pena el intento.",
Korean,그래도 혹시나 해서 가져와 봤죠.,
Russian,"Well, it was worth a shot.",
Japanese,まあ、試す価値はあったろ。,
Portuguese_Brazil,"Bem, valeu a tentativa.",
Chinese_Simplified,好吧，至少我试过了。,
Chinese_Traditional,好吧，我想說試試看。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0040-Jerry,
English_US,Это кофе. Я рад получить кофе в данное время.,
Description,,
French,C'est du café. Je suis content de pouvoir boire un café.,
Italian,Questo è un caffè. Sono felice di bere un caffè finalmente.,
German,"Das ist Kaffee. Ich bin froh, gerade jetzt einen Kaffee zu haben.",
Spanish_Spain,Esto es café. Me alegro de tomar un café en este momento.,
Spanish_LATAM,Esto sí es café. Me alegra tomar un café esta vez.,
Korean,이건 커피군요. 이번에는 커피를 마실 수 있어서 정말 좋습니다.,
Russian,This is coffee. I am glad to have coffee at this time.,
Japanese,コーヒーですね。今度こそ飲めて何よりだ。,
Portuguese_Brazil,Isso é café. Fico feliz em tomar café nesse momento.,
Chinese_Simplified,这是咖啡。我现在很高兴能喝上咖啡。,
Chinese_Traditional,這的確是咖啡。這時間能喝到咖啡真是太好了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0041-Jerry,
English_US,"Он соответствует трём необходимым атрибутам кофе: Зёрна, Вода, Жар.",
Description,,
French,"Ça répond aux trois attributs nécessaires au café : grains, eau, chaleur.",
Italian,"Soddisfa i tre attributi necessari del caffè: chicchi, acqua, calore.",
German,"Es hat die drei notwendigen Eigenschaften von Kaffee: Bohnen, Wasser, Hitze.",
Spanish_Spain,"Satisface los tres atributos necesarios del café: granos, agua, calor.",
Spanish_LATAM,"Satisface los tres atributos necesarios del café: granos, agua, calor.",
Korean,"커피의 필수 3요소를 다 갖췄네요. 커피콩, 물, 열 말이에요.",
Russian,"It satisfies the three necessary attributes of coffee: Beans, Water, Heat.",
Japanese,これならコーヒーに必要な特性を3つとも満たしている。豆、水、熱さです。,
Portuguese_Brazil,"Ele satisfaz os três atributos necessários do café: grãos, água e calor.",
Chinese_Simplified,这杯满足咖啡的三点要素：咖啡豆、水、热量。,
Chinese_Traditional,它滿足了咖啡的三項要素：咖啡豆、水、溫度。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0042-Jerry,
English_US,Вместе они известны как Треугольник Удовлетворительного Производства Кофе.,
Description,,
French,"De façon collective, ils sont connus sous le nom de Triangle de la production de café acceptable.",
Italian,Insieme sono considerati il Triangolo della Produzione di Caffè Soddisfacente.,
German,Gemeinsam sind sie als Dreieck Zufriedenstellender Kaffeeherstellung bekannt.,
Spanish_Spain,"En conjunto, se conocen como el ""Triángulo de la producción satisfactoria de café"".",
Spanish_LATAM,"En conjunto, se conocen como el «Triángulo de la producción satisfactoria de café».",
Korean,통틀어서 이런 걸 '만족스러운 커피 생산의 삼각형'이라고 부릅니다.,
Russian,"Collectively, these are known as the Triangle of Satisfactory Coffee Production.",
Japanese,まとめて“うまいコーヒー作りのトライアングル”と呼ばれます。,
Portuguese_Brazil,"Coletivamente, são conhecidos como o Triângulo da Produção de Café Satisfatório.",
Chinese_Simplified,总的来说，这三者称为适格咖啡作品的三要素。,
Chinese_Traditional,這三個要素會集結成所謂的「泡咖啡的滿足金三角」。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0043-Jerry,
English_US,Кофе позволит мне лучше представить мою презентацию совету директоров.,
Description,"""the board"" means the group of people who meet at the boardroom",
French,Le café va m'aider à faire ma présentation au comité directeur.,
Italian,Il caffè mi darà la carica per fare la mia presentazione davanti al consiglio d'amministrazione.,
German,"Der Kaffee wird es mir erleichtern, dem Vorstand meine Präsentation vorzustellen.",
Spanish_Spain,El café me permitirá hacer mejor mi presentación ante la junta.,
Spanish_LATAM,El café me permitirá exponer una mejor presentación ante la junta.,
Korean,커피를 마시고 나면 임원들 앞에서 프레젠테이션도 더 잘할 수 있을 거예요.,
Russian,The coffee will better enable me to deliver my presentation to the board.,
Japanese,コーヒーのおかげで役員へのプレゼンがうまくいくといいのですが。,
Portuguese_Brazil,O café vai me ajudar a fazer a minha apresentação à diretoria.,
Chinese_Simplified,喝了这杯咖啡，我就能更好地向董事会做演讲了。,
Chinese_Traditional,喝了這杯咖啡，我向董事會發表報告時一定能更順利。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0044-Jerry,
English_US,"Эта презентация будет первой, с которой я когда-либо выступал. Важно, чтобы я произвёл положительное впечатление.",
Description,,
French,Ça sera ma toute première présentation. Il est important que je fasse bonne impression.,
Italian,Questa è la mia prima presentazione per cui è molto importante dare una buona impressione.,
German,"Diese Präsentation wird die erste sein, die ich jemals halte. Es ist wichtig, dass ich einen positiven Eindruck mache.",
Spanish_Spain,Esta presentación será la primera que haré. Es importante que cause una impresión positiva.,
Spanish_LATAM,Esta presentación será la primera que exponga. Es importante que cause una impresión positiva.,
Korean,이번이 제 첫 프레젠테이션이거든요. 첫인상이 참 중요하잖아요.,
Russian,This presentation will be the first I have ever delivered. It is important that I made a positive impression.,
Japanese,プレゼンをするのは今回が初めてでね。大事なのは好印象を与えることです。,
Portuguese_Brazil,Essa apresentação vai ser a primeira que faço na vida. É importante que eu cause uma boa impressão.,
Chinese_Simplified,这是我有史以来的第一场演讲。我必须给听众留下好印象。,
Chinese_Traditional,這是我有生以來第一次發表報告。我一定要留下正面印象。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0045-Jerry,
English_US,"Могу я представить её вам сейчас, для практики?",
Description,,
French,"Je pourrais te faire ma présentation maintenant, pour m'entraîner ?",
Italian,"Posso farla con te adesso, per esercitarmi?",
German,"Darf ich sie dir einmal vorstellen, zum Üben?",
Spanish_Spain,¿Puedo hacerte la presentación ahora para practicar?,
Spanish_LATAM,¿Puedo exponer la presentación para ti ahora? ¿Para practicar?,
Korean,혹시 지금 연습 삼아 한번 해봐도 될까요?,
Russian,"May I present it to you now, to practice?",
Japanese,練習のために、あなたにプレゼンしても？,
Portuguese_Brazil,"Posso apresentar a você, para treinar?",
Chinese_Simplified,想不想听我的讲座，让我练习一次？,
Chinese_Traditional,我可以向你報告，當作練習嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0046-Choice,
English_US,"Конечно, давайте.",
Description,,
French,"Bien sûr, vas-y.",
Italian,"Ma certo, fai pure.",
German,"Klar, leg los.",
Spanish_Spain,"Claro, adelante.",
Spanish_LATAM,"Claro, adelante.",
Korean,"네, 그러세요.",
Russian,"Sure, go ahead.",
Japanese,ああ、どうぞ。,
Portuguese_Brazil,"Claro, manda bala.",
Chinese_Simplified,好啊，来吧。,
Chinese_Traditional,好啊，請開始。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0047-Choice,
English_US,"Я бы правда предпочла, чтобы вы этого не делали.",
Description,,
French,"Vraiment, je préfère pas.",
Italian,Preferirei davvero di no.,
German,"Mir wär es lieber, wenn du es nicht tätest.",
Spanish_Spain,Preferiría que no lo hicieras.,
Spanish_LATAM,Preferiría que no.,
Korean,그러지 않았으면 좋겠는데요.,
Russian,I'd really rather you didn't.,
Japanese,どっちかというと遠慮したい。,
Portuguese_Brazil,Prefiro que não.,
Chinese_Simplified,能不练就不练。,
Chinese_Traditional,最好不要。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0048-Jerry,
English_US,Хорошо. Сейчас я её представлю.,
Description,From [0046-Choice],
French,"Parfait, alors je me lance.",
Italian,Bene. Inizierò con la presentazione.,
German,Gut. Ich stelle sie nun vor.,
Spanish_Spain,Bien. Te haré la presentación ahora.,
Spanish_LATAM,Bien. Te expondré la presentación ahora.,
Korean,좋아요. 한번 해볼게요.,
Russian,Good. I will now present it.,
Japanese,よし、ではプレゼンを始めます。,
Portuguese_Brazil,Ótimo. Vou apresentar então.,
Chinese_Simplified,好的。那么我就开始了。,
Chinese_Traditional,好。我現在就開始。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0049-Jerry,
English_US,О. Понятно.,
Description,From [0047-Choice],
French,"Ah, je vois…",
Italian,Oh. Capisco.,
German,Oh. Verstehe.,
Spanish_Spain,Oh. Ya veo.,
Spanish_LATAM,Ya veo...,
Korean,아. 그렇군요.,
Russian,Oh. I see.,
Japanese,ああ、そうですか。,
Portuguese_Brazil,Ah. Entendi.,
Chinese_Simplified,哦。好吧。,
Chinese_Traditional,噢。我懂了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0050-Alta,
English_US,"Ладно, ну, до свид-",
Description,,
French,"OK, bon… alors au revoir-",
Italian,"Va bene, arrivederci...",
German,"Okay, dann, auf Wieders–",
Spanish_Spain,"Bueno, vale, adiós.",
Spanish_LATAM,"Bueno, está bien, adiós.",
Korean,"그래요, 그럼 안녕히.",
Russian,"Okay, well, goodby-",
Japanese,じゃ、そういうわけで…,
Portuguese_Brazil,"Certo, bem, tchau...",
Chinese_Simplified,好吧，再见——,
Chinese_Traditional,好，那，再見——,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0051-Jerry,
English_US,Это не кофе.,
Description,,
French,C'est pas du café.,
Italian,Questo non è un caffè.,
German,Das ist kein Kaffee.,
Spanish_Spain,Esto no es café.,
Spanish_LATAM,Esto no es café.,
Korean,이건 커피가 아니잖아요.,
Russian,This is not coffee.,
Japanese,これはコーヒーじゃない。,
Portuguese_Brazil,Isso não é café.,
Chinese_Simplified,这不是咖啡。,
Chinese_Traditional,這不是咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0052-Jerry,
English_US,"Если вы принесёте мне другой напиток, я бы предпочёл, чтобы это был кофе.",
Description,,
French,"Si tu m'apportes une autre boisson, je préfère que ce soit du café.",
Italian,"Se proprio mi volessi portare un'altra bevanda, preferirei che fosse un caffè.",
German,"Wenn du mir ein anderes Getränk bringen könntest, sollte es Kaffee sein.",
Spanish_Spain,"Si me trajeras otra bebida, preferiría que fuera café.",
Spanish_LATAM,"En caso de que me traigas otra bebida, preferiría que sea café.",
Korean,다음번에 가져올 음료는 커피였으면 좋겠군요.,
Russian,"If you were to bring me another drink, I would prefer that it be coffee.",
Japanese,別の飲み物を持ってきてくれるなら、ぜひコーヒーをお願いしたい。,
Portuguese_Brazil,"Se você for trazer outra bebida para mim, prefiro que seja café.",
Chinese_Simplified,如果能再来一杯，我希望是杯咖啡。,
Chinese_Traditional,若你要再端上一杯飲品，那最好是咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0053-Jerry,
English_US,Моя презентация называется «Разрешение конфликтов на рабочем месте».,
Description,,
French,"Le titre de ma présentation est ""La résolution du conflit sur le lieu de travail"".",
Italian,"La mia presentazione si intitola: ""Risoluzione dei conflitti sul posto di lavoro"".",
German,Meine Präsentation hat das Thema „Konfliktbewältigung am Arbeitsplatz“.,
Spanish_Spain,"Mi presentación se titula ""Resolución de conflictos en el lugar de trabajo"".",
Spanish_LATAM,Mi presentación se titula «Resolución de conflictos en el lugar de trabajo».,
Korean,프레젠테이션의 제목은 '직장 내 갈등 해결'입니다.,
Russian,"My presentation is entitled ""Conflict Resolution in the Workplace.""",
Japanese,プレゼンのタイトルは“職場におけるモメ事の解決”です。,
Portuguese_Brazil,"O título da minha apresentação é: ""Resolução de Conflitos no Ambiente de Trabalho.""",
Chinese_Simplified,我的演讲题目是“如何处理职场冲突。”,
Chinese_Traditional,我的報告主旨是「化解職場衝突」。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0054-Jerry,
English_US,*кхм*,
Description,,
French,*hum*,
Italian,*ehm*,
German,*hüstel*,
Spanish_Spain,*ejem*,
Spanish_LATAM,*ejem*,
Korean,에헴.,
Russian,*ahem*,
Japanese,オッホン。,
Portuguese_Brazil,*ahem*,
Chinese_Simplified,*咳咳*,
Chinese_Traditional,*清喉嚨*,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0055-Jerry,
English_US,Все мы сталкивались с конфликтами. Некоторые — десятки или даже десятки тысяч раз.,
Description,,
French,"Nous avons tous vécu une situation de conflit. Certains en ont vécu des dizaines, voire des milliers.",
Italian,Tutti noi sappiamo cosa sia un conflitto. C'è chi ne ha provato qualcuno e chi ne ha provati tantissimi.,
German,Wir alle haben schon Konflikte erlebt. Einige schon Dutzende oder sogar zehntausende Male.,
Spanish_Spain,Todos hemos experimentado conflictos. Algunos lo han hecho decenas o incluso decenas de miles de veces.,
Spanish_LATAM,Todos hemos experimentado conflictos. Algunos lo han experimentado decenas o incluso decenas de miles de veces.,
Korean,사람이라면 누구나 갈등을 경험합니다. 수십 번은 물론 수만 번 겪는 사람도 있습니다.,
Russian,All of us have experienced conflict. Some have done so dozens or even tens of thousands of times.,
Japanese,誰しもがモメ事を経験します。人によっては何十回。いや、何万回もモメる人さえいます。,
Portuguese_Brazil,"Todos nós já vivenciamos o conflito. Alguns de nós, dezenas ou até dezenas de milhares de vezes.",
Chinese_Simplified,大家都经历过职场冲突。有人更是经历了数十次甚至成百上千次。,
Chinese_Traditional,我們每個人都有過衝突經驗。有些人經歷過幾十次衝突，甚至成千上百次。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0056-Jerry,
English_US,Однако необходимо задать фундаментальный вопрос: что такое конфликт на рабочем месте и откуда он берётся?,
Description,,
French,"Cependant, il faut se poser une question fondamentale : qu'est-ce que le conflit sur le lieu de travail et d'où vient-il ?",
Italian,"In questo contesto, occorre porsi una domanda fondamentale: cos’è il conflitto sul posto di lavoro e da dove scaturisce?",
German,"Doch eine grundlegende Frage muss gestellt werden: Was sind Konflikte am Arbeitsplatz, und woher kommen sie?",
Spanish_Spain,"Sin embargo, cabe plantearse una pregunta fundamental: ¿qué es el conflicto en el lugar de trabajo y de dónde procede?",
Spanish_LATAM,"Sin embargo, cabe plantearse una pregunta fundamental: ¿qué es el conflicto en el lugar de trabajo y de dónde procede?",
Korean,"하지만 먼저 근본적인 질문부터 던져야 합니다. 직장 내 갈등이란 무엇이며, 그 원인은 어디 있을까요?",
Russian,"Yet a fundamental question must be asked: what is conflict in the workplace, and where does it come from?",
Japanese,しかし基本的な疑問を提示すべきでしょう。職場におけるモメ事とはどういうものか、そして、原因は何なのかです。,
Portuguese_Brazil,"Ainda assim, uma pergunta fundamental deve ser feita: o que é o conflito no ambiente de trabalho e de onde ele vem?",
Chinese_Simplified,然而，我们必须搞清楚一个基本问题：什么是职场冲突，这样的冲突又是如何产生的？,
Chinese_Traditional,不過，我們必須提出根本問題：職場衝突是什麼，又是如何產生的？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0057-Jerry,
English_US,"Это тот вопрос, на который я отвечу в своей презентации.",
Description,,
French,C'est à cette question que je vais répondre dans ma présentation.,
Italian,Questa è la domanda a cui andrò a rispondere nella mia presentazione.,
German,Diese Frage wird meine Präsentation beantworten.,
Spanish_Spain,Esta es la pregunta que responderé en mi presentación.,
Spanish_LATAM,Esta es la pregunta que responderé en mi presentación.,
Korean,이 프레젠테이션은 여기에 대한 답을 제시합니다.,
Russian,This is the question I will answer in my presentation.,
Japanese,僕のプレゼンでは、この疑問に答えます。,
Portuguese_Brazil,Essa é a pergunta que vou responder na minha apresentação.,
Chinese_Simplified,本次演讲旨在解答这些问题。,
Chinese_Traditional,這場報告就是要解答這個問題。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0058-Jerry,
English_US,...,
Description,,
French,…,
Italian,...,
German,…,
Spanish_Spain,...,
Spanish_LATAM,...,
Korean,...,
Russian,...,
Japanese,……,
Portuguese_Brazil,...,
Chinese_Simplified,……,
Chinese_Traditional,……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0059-Jerry,
English_US,"...могу я поинтересоваться, как вам моя презентация на данный момент?",
Description,,
French,… je peux te demander ce que tu penses de ma présentation pour l'instant ?,
Italian,Posso chiederti come è andata la mia presentazione finora?,
German,"…Darf ich fragen, wie meine Präsentation bis hierher ist?",
Spanish_Spain,¿Puedo preguntarte qué tal viene mi presentación hasta el momento?,
Spanish_LATAM,¿Puedo preguntarte qué tal viene mi presentación hasta el momento?,
Korean,...여기까지 프레젠테이션이 어땠는지 물어봐도 될까요?,
Russian,"...may I inquire, how is my presentation thus far?",
Japanese,…お聞きしますが、ここまでのプレゼンはどうでしょう？,
Portuguese_Brazil,Posso perguntar como está indo a minha apresentação até agora?,
Chinese_Simplified,……容我问问，我的演讲到目前如何？,
Chinese_Traditional,……請問，我的報告目前如何？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business1_RAW-0060-Choice,
English_US,Вам следует делать паузы чаще для аплодисментов.,
Description,,
French,Tu devrais faire plus de pauses pour laisser les gens applaudir.,
